customer_id,gender,is_senior_citizen,partner,dependents,phone_service,internet_service,contract_type,payment_type,monthly_charges,total_charges,churn,tenure
5311-IHLEI,Male,0,No,No,0,1,0,Bank transfer (automatic),50.95,605.75,No,11.89
5312-IRCFR,Female,0,Yes,Yes,2,2,1,Electronic check,92.85,5980.75,No,64.41
5312-TSZVC,Female,0,No,Yes,1,0,1,Mailed check,19.65,270.6,No,13.77
5312-UXESG,Female,0,No,No,2,2,0,Bank transfer (automatic),98.05,3990.6,No,40.70
5313-FPXWG,Male,0,No,No,2,0,1,Bank transfer (automatic),24.6,1266.4,No,51.48
5315-CKEQK,Male,1,Yes,Yes,2,1,1,Electronic check,51,1381.8,No,27.09
5317-FLPJF,Female,0,No,No,0,1,2,Bank transfer (automatic),61.35,4193.4,No,68.35
5318-IXUZF,Female,0,No,No,1,2,0,Bank transfer (automatic),87.15,183.75,Yes,2.11
5318-YKDPV,Male,0,Yes,Yes,1,1,2,Credit card (automatic),79.15,3566.6,No,45.06
5320-BRKGK,Female,0,Yes,Yes,2,1,2,Mailed check,75.8,4415.75,No,58.26
5321-NTRKC,Male,0,Yes,Yes,2,1,2,Bank transfer (automatic),79.85,5234.95,No,65.56
5322-TEUJK,Female,0,Yes,Yes,2,2,2,Bank transfer (automatic),114.6,8100.25,No,70.68
5322-ZSMZY,Male,0,Yes,Yes,2,0,2,Mailed check,25.75,755.6,No,29.34
5324-KTGCG,Male,0,Yes,No,1,0,1,Electronic check,20.85,1539.75,No,73.85
5325-UWTWJ,Male,0,Yes,No,2,2,0,Credit card (automatic),90.55,2929.75,No,32.36
5327-CNLUQ,Male,0,Yes,No,2,2,2,Bank transfer (automatic),96.9,4473.45,No,46.17
5327-XOKKY,Male,1,Yes,No,2,1,2,Credit card (automatic),73.45,5329,No,72.55
5329-KRDTM,Male,1,Yes,No,2,1,2,Credit card (automatic),77.35,5396.25,No,69.76
5331-RGMTT,Male,1,Yes,No,2,2,0,Credit card (automatic),99.05,5295.7,No,53.46
5334-AFQJB,Male,1,No,No,2,0,2,Credit card (automatic),25.1,1789.9,No,71.31
5334-JLAXU,Female,0,Yes,No,2,2,0,Credit card (automatic),94.1,5475.9,No,58.19
5336-UFNZP,Female,1,Yes,Yes,2,2,1,Electronic check,107.45,7047.5,No,65.59
5337-IIWKZ,Male,0,Yes,Yes,0,1,0,Electronic check,44.85,1442.6,No,32.16
5338-YHWYT,Male,0,No,Yes,1,1,2,Credit card (automatic),61.45,2302.35,No,37.47
5339-PXDVH,Male,0,No,No,2,2,0,Electronic check,90.65,367.95,No,4.06
5339-TJFEK,Male,0,Yes,Yes,2,2,0,Electronic check,105.5,6487.2,No,61.49
5343-SGUBI,Female,0,No,No,2,2,1,Mailed check,80.2,4297.6,No,53.59
5345-BMKWB,Male,0,Yes,No,1,0,0,Mailed check,20.25,158.35,No,7.82
5346-BZCHP,Female,0,Yes,Yes,1,0,2,Mailed check,19.4,1346.2,No,69.39
5348-CAGXB,Male,0,No,No,2,2,0,Electronic check,89.55,1021.75,No,11.41
5349-AZPEW,Female,0,Yes,Yes,0,1,0,Mailed check,25.05,125.5,No,5.01
5349-IECLD,Male,0,No,No,1,2,0,Electronic check,94.95,178.1,Yes,1.88
5351-QESIO,Male,0,No,Yes,0,1,0,Mailed check,24.2,24.2,No,1.00
5353-WILCI,Female,0,No,No,1,1,0,Electronic check,56.05,1522.65,No,27.17
5356-CSVSQ,Female,0,No,No,2,1,0,Electronic check,64.6,174.2,No,2.70
5356-KZCKT,Male,0,No,No,2,0,2,Credit card (automatic),24.45,1513.6,No,61.91
5356-RHIPP,Male,0,No,No,1,0,0,Mailed check,20.2,20.2,Yes,1.00
5357-TZHPP,Male,1,No,No,2,2,0,Credit card (automatic),84.4,732.5,Yes,8.68
5360-LJCNJ,Female,0,Yes,No,2,2,2,Bank transfer (automatic),105.15,7555,No,71.85
5360-XGYAZ,Male,0,Yes,Yes,0,1,2,Bank transfer (automatic),65.65,4664.5,No,71.05
5364-EVNIB,Male,0,No,No,1,2,0,Electronic check,79.8,973.45,Yes,12.20
5364-XYIRR,Male,0,Yes,No,2,2,0,Electronic check,94.65,4812.75,Yes,50.85
5365-LLFYV,Female,0,No,No,1,1,0,Mailed check,45.85,105.6,No,2.30
5366-IJEQJ,Male,0,No,No,2,2,0,Electronic check,88.7,1761.45,Yes,19.86
5366-OBVMR,Female,0,Yes,No,1,1,0,Mailed check,50.3,908.75,No,18.07
5370-IIVVL,Male,0,No,No,2,2,1,Credit card (automatic),104.5,3778,No,36.15
5371-VYLSX,Female,1,No,No,2,2,0,Electronic check,83.4,4113.7,No,49.32
5372-FBKBN,Female,0,No,Yes,1,0,0,Mailed check,20.75,452.2,No,21.79
5373-SFODM,Male,1,Yes,No,2,2,0,Credit card (automatic),85.25,3132.75,Yes,36.75
5375-XLDOF,Male,0,Yes,Yes,2,2,2,Bank transfer (automatic),114.35,7665.8,No,67.04
5376-DEQCP,Female,0,No,No,1,2,0,Electronic check,70.6,70.6,Yes,1.00
5376-PCKNB,Male,0,Yes,Yes,2,2,1,Credit card (automatic),104.45,7459,No,71.41
5377-NDTOU,Female,0,Yes,Yes,2,1,2,Mailed check,91.05,6293.75,No,69.12
5378-IKEEG,Female,0,No,No,0,1,0,Electronic check,35.75,35.75,Yes,1.00
5380-AFSSK,Female,0,No,No,2,2,0,Mailed check,93.9,486.85,Yes,5.18
5380-WJKOV,Male,0,No,No,2,2,0,Electronic check,106.35,3549.25,Yes,33.37
5380-XPJNZ,Female,0,No,No,1,0,1,Mailed check,20.05,678.2,No,33.83
5382-SOYZL,Male,0,No,No,2,2,0,Electronic check,95.1,2162.6,No,22.74
5382-TEMLV,Male,0,No,No,1,1,0,Bank transfer (automatic),50.9,2298.55,No,45.16
5383-MMTWC,Female,1,Yes,No,2,2,0,Electronic check,84,613.4,Yes,7.30
5384-ZTTWP,Female,0,Yes,Yes,1,0,0,Mailed check,19.8,272.95,No,13.79
5385-SUIRI,Male,1,Yes,No,2,2,0,Electronic check,104.2,5568.35,Yes,53.44
5386-THSLQ,Female,1,Yes,No,0,1,1,Bank transfer (automatic),45.55,3027.25,No,66.46
5387-ASZNZ,Female,1,No,No,2,1,1,Credit card (automatic),63.85,4174.35,No,65.38
5389-FFVKB,Male,1,Yes,No,1,2,0,Credit card (automatic),80.3,2483.05,Yes,30.92
5392-AKEMH,Female,0,No,No,1,1,0,Electronic check,45.05,523.1,No,11.61
5393-HJZSM,Female,0,Yes,Yes,1,1,0,Bank transfer (automatic),76.3,2404.15,No,31.51
5393-RXQSZ,Male,0,No,No,1,2,0,Electronic check,79.6,79.6,Yes,1.00
5394-MEITZ,Female,0,Yes,Yes,1,1,2,Bank transfer (automatic),80.6,4946.7,No,61.37
5394-SVGJV,Male,0,No,No,2,2,0,Bank transfer (automatic),98.8,3475.55,Yes,35.18
5396-IZEPB,Male,0,No,No,1,0,0,Credit card (automatic),19.7,180.7,No,9.17
5397-NSKQG,Male,0,Yes,Yes,0,1,2,Credit card (automatic),50.9,3281.65,No,64.47
5397-TUPSH,Male,1,Yes,No,1,2,1,Bank transfer (automatic),70.95,4555.2,No,64.20
5399-ZIMKF,Male,0,No,No,1,2,0,Electronic check,74.65,383.65,No,5.14
5402-HTOTQ,Male,0,No,No,2,1,0,Electronic check,55.3,875.35,No,15.83
5404-GGUKR,Male,0,No,No,1,1,0,Electronic check,51.35,262.3,No,5.11
5405-ZMYXQ,Female,0,No,No,2,2,0,Credit card (automatic),74.6,548.9,No,7.36
5406-KGRMX,Female,0,No,No,2,0,2,Electronic check,24.55,1719.15,No,70.03
5414-OFQCB,Male,0,No,No,2,2,2,Credit card (automatic),90.45,5229.8,No,57.82
5419-CONWX,Female,1,No,No,1,2,0,Credit card (automatic),99.8,442.85,Yes,4.44
5419-JKZNQ,Male,1,Yes,No,2,2,0,Mailed check,77.9,2351.45,No,30.19
5419-JPRRN,Male,0,No,No,2,2,0,Electronic check,101.45,101.45,Yes,1.00
5419-KLXBN,Female,0,Yes,Yes,1,2,0,Bank transfer (automatic),89.15,2257.75,Yes,25.33
5423-BHIXO,Female,0,No,No,2,1,0,Electronic check,54.2,1739.6,No,32.10
5424-RLQLC,Male,0,No,No,1,1,0,Mailed check,59.65,638.95,No,10.71
5429-LWCMV,Female,0,No,No,2,2,0,Electronic check,89.15,1057.55,No,11.86
5433-KYGHE,Female,0,No,Yes,2,2,0,Mailed check,86,1164.05,No,13.54
5438-QMDDL,Female,0,Yes,No,1,1,0,Mailed check,59.8,1130.85,No,18.91
5439-WIKXB,Male,1,Yes,No,1,2,0,Electronic check,94.55,3851.45,No,40.73
5440-FLBQG,Male,1,Yes,No,2,2,2,Bank transfer (automatic),108.4,7318.2,Yes,67.51
5440-VHLUL,Male,0,No,No,2,2,1,Bank transfer (automatic),105.2,7386.05,No,70.21
5442-BHQNG,Female,0,No,No,1,2,0,Electronic check,70.35,139.25,No,1.98
5442-BXVND,Female,0,Yes,Yes,2,0,0,Bank transfer (automatic),24.25,838.5,No,34.58
5442-PPTJY,Male,0,Yes,Yes,1,0,2,Mailed check,19.7,258.35,No,13.11
5442-UTCVD,Male,0,No,Yes,2,2,0,Electronic check,91.85,257.05,Yes,2.80
5442-XSDCW,Male,0,Yes,Yes,1,2,0,Bank transfer (automatic),79.5,868.5,Yes,10.92
5443-SCMKX,Female,0,Yes,No,2,2,1,Electronic check,94.3,5610.15,No,59.49
5445-GLVOT,Female,0,No,No,1,1,0,Electronic check,49.8,1049.05,No,21.07
5445-PZWGX,Male,0,No,No,2,2,1,Electronic check,102,6529.25,Yes,64.01
5445-UTODQ,Female,0,Yes,No,1,2,0,Electronic check,81.1,576.65,Yes,7.11
5446-DKWYW,Female,1,Yes,Yes,2,1,1,Electronic check,65.2,3965.05,No,60.81
5447-VYTKW,Male,0,No,No,1,1,0,Mailed check,53.45,1461.45,No,27.34
5447-WZAFP,Female,0,No,No,1,2,1,Mailed check,100.3,5200.8,No,51.85
5448-VWNAM,Female,0,No,Yes,2,1,0,Mailed check,75.9,1375.6,No,18.12
5449-FIBXJ,Male,0,Yes,Yes,2,2,0,Electronic check,103.3,2012.7,Yes,19.48
5451-MHQOF,Male,0,Yes,Yes,2,0,1,Mailed check,24.45,1431.65,No,58.55
5451-YHYPW,Female,1,Yes,No,2,2,2,Credit card (automatic),115.75,8443.7,No,72.95
5453-AXEPF,Male,0,Yes,No,2,2,0,Bank transfer (automatic),80.5,1336.9,No,16.61
5453-YBTWV,Male,0,Yes,Yes,1,2,2,Credit card (automatic),101.1,6994.8,No,69.19
5456-ITGIC,Male,1,Yes,No,0,1,2,Credit card (automatic),64.45,4641.1,No,72.01
5457-COLHT,Male,0,Yes,Yes,1,1,2,Bank transfer (automatic),80.65,5542.55,No,68.72
5458-CQJTA,Male,0,Yes,Yes,1,1,2,Bank transfer (automatic),74.8,4820.15,Yes,64.44
5461-QKNTN,Male,1,Yes,No,2,2,0,Electronic check,94.3,3953.15,No,41.92
5465-BUBFA,Female,0,Yes,Yes,1,0,2,Bank transfer (automatic),19.3,772.4,No,40.02
5468-BPMMO,Male,0,Yes,No,1,0,0,Electronic check,19.6,851.2,No,43.43
5469-CTCWN,Male,0,Yes,Yes,2,2,1,Electronic check,106,6547.7,Yes,61.77
5469-NUJUR,Male,0,No,No,1,0,2,Mailed check,19.95,373.5,No,18.72
5472-CVMDX,Female,0,No,No,0,1,2,Mailed check,38.9,2719.2,No,69.90
5473-KHBPS,Female,0,Yes,Yes,2,2,1,Credit card (automatic),95.7,4976.15,No,52.00
5474-LAMUQ,Male,0,Yes,No,1,0,1,Mailed check,20.1,533.9,No,26.56
5478-JJVZK,Female,0,No,No,2,1,0,Mailed check,60.9,2033.85,No,33.40
5480-HPRRX,Female,1,No,No,0,1,0,Electronic check,25.3,77.75,Yes,3.07
5480-TBGPH,Female,0,Yes,No,1,2,0,Credit card (automatic),99.3,2431.35,Yes,24.48
5480-XTFFL,Female,0,Yes,Yes,1,0,2,Mailed check,21,697.7,No,33.22
5481-NTDOH,Female,1,Yes,No,2,2,1,Credit card (automatic),107.05,7142.5,No,66.72
5482-NUPNA,Female,0,No,No,1,1,0,Mailed check,60.4,272.15,Yes,4.51
5482-PLVPE,Female,1,No,No,0,1,0,Electronic check,24.35,41.85,Yes,1.72
5482-VXSXJ,Male,0,No,No,1,2,0,Mailed check,93.2,2157.3,No,23.15
5485-ITNPC,Male,0,Yes,No,1,1,2,Bank transfer (automatic),85.9,5595.3,No,65.14
5485-WUYWF,Male,1,No,No,1,1,0,Bank transfer (automatic),66.4,94.55,Yes,1.42
5493-SDRDQ,Male,0,No,No,1,1,0,Mailed check,55.1,113.35,Yes,2.06
5494-HECPR,Female,0,No,No,1,2,0,Electronic check,80.25,80.25,Yes,1.00
5494-WOZRZ,Female,0,Yes,Yes,1,1,2,Credit card (automatic),82,5999.85,No,73.17
5495-GPSRW,Male,0,No,No,1,0,2,Mailed check,19.7,419.4,No,21.29
5498-IBWPI,Female,0,Yes,Yes,1,1,1,Credit card (automatic),49.4,3251.85,No,65.83
5498-TXHLF,Female,0,Yes,Yes,2,2,0,Electronic check,87.45,2874.15,Yes,32.87
5499-ECUTN,Female,0,Yes,No,1,1,1,Credit card (automatic),66.05,3021.45,No,45.74
5501-TVMGM,Male,0,No,No,1,1,0,Electronic check,55.25,55.25,No,1.00
5502-RLUYV,Female,0,Yes,Yes,2,2,0,Electronic check,103.95,7446.9,Yes,71.64
5504-WSIUR,Female,0,No,No,2,2,1,Bank transfer (automatic),90.25,6385.95,No,70.76
5505-OVWQW,Female,0,No,No,1,0,1,Mailed check,20.15,353.65,No,17.55
5510-BOIUJ,Male,0,No,Yes,1,0,0,Mailed check,19.25,19.25,Yes,1.00
5512-IDZEI,Male,0,Yes,Yes,2,0,1,Electronic check,24.9,1174.8,No,47.18
5514-YQENT,Male,0,No,Yes,1,2,2,Electronic check,111.15,4507.15,No,40.55
5515-AKOAJ,Female,0,No,No,2,2,0,Electronic check,100.1,5440.9,Yes,54.35
5515-IDEJJ,Male,0,Yes,Yes,1,0,0,Mailed check,19.9,19.9,Yes,1.00
5515-RUGKN,Male,0,No,No,1,1,0,Credit card (automatic),54.75,438.05,No,8.00
5519-NPHVG,Female,0,No,No,2,2,0,Electronic check,94.2,1046.1,Yes,11.11
5519-TEEUH,Male,0,No,Yes,1,0,1,Mailed check,20.15,682.15,No,33.85
5519-YLDGW,Female,0,Yes,No,2,2,0,Electronic check,103.9,2254.2,Yes,21.70
5520-FVEWJ,Female,0,Yes,Yes,2,2,0,Electronic check,84.5,916.9,Yes,10.85
5522-JBWMO,Male,0,No,Yes,1,1,0,Electronic check,44,44,No,1.00
5522-NYKPB,Male,0,Yes,Yes,1,2,0,Electronic check,85.9,2199.05,No,25.60
5524-KHNJP,Male,0,Yes,Yes,1,1,1,Credit card (automatic),74.75,2453.3,No,32.82
5527-ACHSO,Female,0,No,No,1,1,0,Mailed check,70.5,829.3,No,11.76
5529-GIBVH,Female,0,No,No,1,0,2,Mailed check,20.15,1046.2,No,51.92
5533-NHFRF,Male,1,No,No,0,1,0,Electronic check,44.4,265.8,No,5.99
5533-RJFTJ,Male,0,No,No,0,1,0,Bank transfer (automatic),30.2,1453.1,No,48.12
5536-RTPWK,Male,0,Yes,No,2,2,0,Bank transfer (automatic),99.05,4853.75,Yes,49.00
5536-SLHPM,Female,0,Yes,No,2,2,0,Electronic check,77.75,4458.15,Yes,57.34
5537-UXXVS,Female,0,Yes,No,1,0,0,Bank transfer (automatic),19.25,375.25,No,19.49
5539-HIVAK,Female,1,Yes,No,2,0,0,Mailed check,25.7,734.6,No,28.58
5539-TMZLF,Male,1,No,No,1,2,0,Electronic check,69.75,69.75,Yes,1.00
5542-DHSXL,Female,0,Yes,No,1,1,0,Mailed check,54.7,235.05,No,4.30
5542-NKVRU,Female,0,No,No,1,0,2,Bank transfer (automatic),20.75,844.45,No,40.70
5542-TBBWB,Male,0,No,No,1,2,0,Electronic check,69.9,69.9,No,1.00
5543-QDCRY,Male,0,No,No,1,1,0,Electronic check,56.4,234.85,No,4.16
5546-BYZSM,Female,0,No,No,1,0,0,Electronic check,20.45,775.6,No,37.93
5546-QUERU,Male,0,No,No,1,0,1,Mailed check,19.95,257,No,12.88
5549-ZGHFB,Male,0,Yes,Yes,2,0,2,Mailed check,24.95,1261.45,No,50.56
5550-VFRLC,Female,1,No,No,1,2,0,Electronic check,69.85,69.85,Yes,1.00
5552-ZNFSJ,Male,0,No,No,1,1,0,Electronic check,45.3,45.3,Yes,1.00
5553-AOINX,Female,1,Yes,Yes,2,2,1,Electronic check,104.9,6891.45,No,65.70
5555-RNPGT,Male,0,No,Yes,2,0,0,Credit card (automatic),24.8,223.9,No,9.03
5561-NWEVX,Female,1,Yes,No,2,2,0,Electronic check,79.2,172.85,Yes,2.18
5562-BETPV,Male,0,Yes,Yes,1,0,1,Mailed check,19.65,19.65,No,1.00
5562-YJQGT,Female,0,No,No,1,0,0,Credit card (automatic),20.35,35.1,No,1.72
5564-NEMQO,Female,1,No,No,1,2,0,Bank transfer (automatic),75.3,75.3,Yes,1.00
5565-FILXA,Female,1,No,No,2,2,0,Electronic check,96.15,1529.2,Yes,15.90
5566-SOEZD,Male,0,Yes,Yes,1,2,1,Credit card (automatic),80.65,2209.75,No,27.40
5567-GZKQY,Male,0,No,No,1,0,2,Credit card (automatic),20.3,1131.5,No,55.74
5567-WSELE,Male,1,Yes,No,2,2,0,Electronic check,94.6,279.55,Yes,2.96
5568-DMXZS,Female,0,No,No,1,1,0,Electronic check,65.45,554.45,No,8.47
5569-IDSEY,Male,0,Yes,No,2,2,1,Bank transfer (automatic),105.7,7472.15,No,70.69
5569-KGJHX,Female,0,Yes,Yes,2,2,0,Bank transfer (automatic),85.35,754.65,Yes,8.84
5569-OUICF,Female,1,Yes,No,2,2,0,Credit card (automatic),101.3,2812.2,Yes,27.76
5570-PTWEH,Female,0,Yes,No,2,2,0,Credit card (automatic),75.15,216.75,Yes,2.88
5572-ZDXHY,Female,0,No,No,1,2,0,Mailed check,84.3,1855.65,Yes,22.01
5574-NXZIU,Male,0,No,No,1,2,2,Credit card (automatic),109.2,7049.75,No,64.56
5575-GNVDE,Male,0,No,No,1,1,1,Mailed check,56.95,1889.5,No,33.18
5575-TPIZQ,Male,0,No,No,2,2,0,Credit card (automatic),89.15,4245.55,No,47.62
5577-OTWWW,Female,0,No,No,1,0,0,Bank transfer (automatic),19.75,297.3,Yes,15.05
5578-NKCXI,Female,0,Yes,Yes,1,2,1,Credit card (automatic),99.25,5846.65,No,58.91
5583-EJXRD,Male,0,Yes,Yes,0,1,2,Credit card (automatic),54.05,2375.2,No,43.94
5583-SXDAG,Male,0,Yes,No,1,2,0,Electronic check,70,70,Yes,1.00
5590-BYNII,Male,0,No,No,2,2,0,Electronic check,100.75,2095,Yes,20.79
5590-YRFJT,Female,0,Yes,No,0,1,0,Electronic check,24.45,482.8,Yes,19.75
5590-ZSKRV,Female,0,Yes,Yes,1,1,0,Mailed check,54.65,482.25,No,8.82
5593-SUAOO,Female,0,Yes,Yes,2,2,1,Bank transfer (automatic),83.15,2033.05,No,24.45
5597-GLBUC,Female,0,No,No,1,2,0,Electronic check,85.45,85.45,Yes,1.00
5598-IKHQQ,Female,0,No,No,2,0,2,Credit card (automatic),25.45,1866.45,No,73.34
5599-HVLTW,Female,1,No,No,2,2,0,Bank transfer (automatic),80.35,1058.1,No,13.17
5600-KTXFM,Male,0,Yes,Yes,1,2,0,Mailed check,69.95,143.9,No,2.06
5600-PDUJF,Male,0,No,No,1,1,0,Credit card (automatic),49.5,312.7,No,6.32
5602-BVFMK,Female,0,No,No,1,0,1,Mailed check,19.3,228.75,No,11.85
5605-IYGFG,Female,0,No,No,1,2,0,Bank transfer (automatic),69.85,515.45,No,7.38
5605-XNWEN,Male,1,Yes,No,2,0,2,Bank transfer (automatic),25,1802.55,No,72.10
5606-AMZBO,Female,0,Yes,No,2,2,0,Credit card (automatic),78.15,765.15,No,9.79
5609-CEBID,Female,1,No,No,2,2,0,Electronic check,94.1,1782.4,Yes,18.94
5609-IMCGG,Female,0,No,No,2,2,0,Credit card (automatic),84.35,1302.65,No,15.44
5614-DNZCE,Female,0,No,No,1,1,2,Credit card (automatic),64.9,3795.45,No,58.48
5616-PRTNT,Male,0,No,Yes,1,0,0,Electronic check,19.4,374.5,Yes,19.30
5619-PTMIK,Female,0,Yes,No,2,1,0,Electronic check,53.1,2459.8,No,46.32
5619-XZZKR,Male,0,No,No,1,0,1,Mailed check,19.95,68.2,No,3.42
5622-UEJFI,Female,0,Yes,Yes,2,0,2,Credit card (automatic),25.4,949.8,No,37.39
5624-BQSSA,Female,0,No,No,1,0,0,Mailed check,20.95,20.95,Yes,1.00
5624-RYAMH,Female,0,No,No,1,0,0,Electronic check,19.5,178.85,No,9.17
5626-MGTUK,Female,0,No,No,2,2,0,Bank transfer (automatic),89.1,1879.25,No,21.09
5627-TVBPP,Female,0,No,Yes,1,0,1,Credit card (automatic),20.1,644.5,No,32.06
5628-FCGYG,Male,0,No,No,2,2,0,Electronic check,84.1,1737.45,No,20.66
5628-RKIFK,Female,1,No,No,2,2,0,Credit card (automatic),101.55,5070.4,No,49.93
5630-AHZIL,Female,0,No,Yes,1,1,0,Bank transfer (automatic),64.5,177.4,No,2.75
5630-IXDXV,Female,0,No,No,2,2,0,Electronic check,106.35,4849.1,No,45.60
5639-NTUPK,Male,0,No,Yes,1,1,0,Credit card (automatic),52.1,670.65,No,12.87
5640-CAXOA,Female,0,No,No,0,1,1,Credit card (automatic),40.35,1187.05,No,29.42
5641-DMBFJ,Female,0,Yes,No,2,1,2,Electronic check,84.3,4916.4,No,58.32
5642-MHDQT,Female,0,Yes,Yes,1,0,1,Bank transfer (automatic),19.85,1039.45,No,52.37
5644-PDMZC,Female,1,No,No,2,2,0,Electronic check,89.5,161.5,Yes,1.80
5647-FXOTP,Female,1,Yes,No,2,2,0,Electronic check,105.9,6401.25,No,60.45
5647-URDKA,Male,0,Yes,Yes,1,0,2,Mailed check,19.7,130.25,No,6.61
5649-ANRML,Male,1,No,No,1,2,0,Credit card (automatic),95.1,180.25,Yes,1.90
5649-RXQTV,Male,0,No,No,1,2,0,Electronic check,99,5038.15,No,50.89
5649-TJHOV,Male,1,Yes,No,0,1,0,Bank transfer (automatic),36.5,1032,Yes,28.27
5649-VUKMC,Female,0,No,No,1,2,1,Mailed check,95.5,1115.15,Yes,11.68
5650-VDUDS,Female,0,No,No,0,1,0,Mailed check,24.25,96.05,Yes,3.96
5650-YLIBA,Male,0,No,No,2,2,0,Electronic check,81.15,2640.55,No,32.54
5651-CPDND,Male,0,No,No,1,1,0,Mailed check,46,492.1,No,10.70
5651-CRHKQ,Female,0,Yes,No,1,2,1,Bank transfer (automatic),86.2,3339.05,No,38.74
5651-WYIPH,Female,1,No,No,1,1,0,Credit card (automatic),49.85,865.75,No,17.37
5651-YLPRD,Female,0,Yes,Yes,1,2,0,Electronic check,86.1,2723.75,No,31.63
5652-MSDEY,Female,0,No,No,2,2,0,Mailed check,75.75,777.3,No,10.26
5655-JSMZM,Male,1,No,No,2,2,0,Electronic check,96.2,4718.25,Yes,49.05
5656-JAMLX,Male,0,No,No,1,0,2,Bank transfer (automatic),19.85,1253.65,No,63.16
5656-MJEFC,Male,0,Yes,Yes,0,1,2,Credit card (automatic),48.15,2032.3,No,42.21
5663-QBGIS,Male,1,Yes,No,2,2,2,Bank transfer (automatic),98.35,6929.4,No,70.46
5666-CYCYZ,Female,0,No,No,2,2,0,Electronic check,89.55,2259.35,No,25.23
5666-MBJPT,Male,0,No,No,2,0,2,Bank transfer (automatic),25.1,1725,No,68.73
5668-MEISB,Female,0,Yes,Yes,2,2,2,Credit card (automatic),106.1,7657.4,No,72.17
5669-SRAIP,Female,0,No,No,0,1,0,Electronic check,39.5,210.75,Yes,5.34
5671-RQRLP,Female,1,Yes,No,2,2,2,Credit card (automatic),75.65,5411.4,No,71.53
5671-UUNXD,Female,1,Yes,No,2,2,1,Electronic check,100.65,5189.75,No,51.56
5673-FSSMF,Female,0,No,No,2,1,0,Electronic check,60.15,60.15,Yes,1.00
5673-TIYIB,Male,0,No,No,0,1,0,Credit card (automatic),40.4,77.15,Yes,1.91
5676-CFLYY,Male,0,Yes,Yes,1,1,2,Credit card (automatic),73.35,5154.5,No,70.27
5678-VFNEQ,Female,0,Yes,No,2,2,1,Credit card (automatic),104.1,7412.25,No,71.20
5680-LQOGP,Female,0,No,No,1,1,2,Credit card (automatic),82.45,5646.6,No,68.49
5681-LLOEI,Male,0,Yes,Yes,2,2,1,Credit card (automatic),91.25,4013.8,No,43.99
5684-FJVYR,Female,0,Yes,Yes,2,2,2,Bank transfer (automatic),90.35,6563.4,No,72.64
5685-IIXLY,Female,0,Yes,Yes,1,2,0,Electronic check,83.6,404.2,Yes,4.83
5686-CMAWK,Male,0,No,No,2,2,1,Electronic check,86.75,1410.25,No,16.26
5687-DKDTV,Female,0,No,No,1,0,0,Mailed check,20.35,77.5,Yes,3.81
5688-KZTSN,Male,0,Yes,Yes,1,0,0,Electronic check,20,288.05,Yes,14.40
5692-FPTAH,Female,0,No,No,1,1,0,Mailed check,45.4,45.4,Yes,1.00
5692-ICXLW,Male,1,No,No,2,2,0,Electronic check,90.7,2845.15,No,31.37
5693-PIPCS,Male,0,No,No,1,2,2,Credit card (automatic),99.65,4220.35,No,42.35
5696-CEIQJ,Male,0,Yes,Yes,1,2,2,Bank transfer (automatic),103.15,6895.5,No,66.85
5696-EXCYS,Male,0,No,No,1,0,2,Credit card (automatic),19.45,369.05,No,18.97
5696-JVVQY,Female,0,Yes,Yes,1,1,2,Credit card (automatic),70.1,3238.4,No,46.20
5696-QURRL,Male,0,No,No,1,1,0,Mailed check,45.05,45.05,Yes,1.00
5697-GOMBF,Female,1,Yes,Yes,0,1,0,Electronic check,35.9,973.65,No,27.12
5698-BQJOH,Female,0,No,No,2,2,0,Electronic check,94.4,857.25,Yes,9.08
5699-BNCAS,Male,1,No,No,2,0,2,Mailed check,24.65,1766.75,No,71.67
5701-GUXDC,Female,0,Yes,No,0,1,1,Credit card (automatic),35.4,978.6,No,27.64
5701-SVCWR,Female,0,No,Yes,2,0,0,Mailed check,24,24,No,1.00
5701-YVSVF,Female,1,Yes,No,1,2,0,Electronic check,82.9,880.05,No,10.62
5701-ZIKJE,Male,0,No,No,1,1,0,Mailed check,50.55,610.75,No,12.08
5702-KVQRD,Male,0,Yes,No,1,1,2,Electronic check,82.55,5832.65,No,70.66
5702-SKUOB,Female,0,Yes,No,1,0,0,Mailed check,19.6,93.45,No,4.77
5707-ORNDZ,Male,1,No,No,2,1,0,Electronic check,54.55,494.05,Yes,9.06
5707-ZMDJP,Male,0,Yes,Yes,1,1,2,Mailed check,69.7,3729.6,No,53.51
5708-EVONK,Female,0,Yes,Yes,2,2,0,Bank transfer (automatic),93.4,5435.6,Yes,58.20
5709-LVOEQ,Female,0,Yes,Yes,1,1,2,Mailed check,80.85,,No,0.00
5712-AHQNN,Female,0,No,No,1,2,0,Electronic check,91.65,3954.1,No,43.14
5712-PTIWW,Male,0,No,No,1,2,0,Electronic check,79.85,152.45,Yes,1.91
5712-VBOXD,Female,0,No,No,1,0,0,Credit card (automatic),20.15,68.45,No,3.40
5716-EZXZN,Female,0,Yes,Yes,2,2,2,Credit card (automatic),99.05,6416.7,No,64.78
5716-LIBJC,Female,0,No,Yes,2,2,1,Credit card (automatic),104.15,1299.1,No,12.47
5724-BIDBU,Male,0,Yes,No,2,1,1,Electronic check,55.35,2633.95,No,47.59
5726-CVNYA,Female,0,Yes,Yes,1,0,2,Mailed check,19.85,146.6,No,7.39
